date,year,month,period,url,international_arrivals,asia_arrivals,europe_arrivals,americas_arrivals,oceania_arrivals,other_markets_arrivals,international_matched_label,asia_matched_label,europe_matched_label,americas_matched_label,oceania_matched_label,other_markets_matched_label,log_international_arrivals,international_arrivals_mom_growth_pct,international_arrivals_yoy_growth_pct,log_asia_arrivals,asia_arrivals_mom_growth_pct,asia_arrivals_yoy_growth_pct,log_europe_arrivals,europe_arrivals_mom_growth_pct,europe_arrivals_yoy_growth_pct,log_americas_arrivals,americas_arrivals_mom_growth_pct,americas_arrivals_yoy_growth_pct,log_oceania_arrivals,oceania_arrivals_mom_growth_pct,oceania_arrivals_yoy_growth_pct,log_other_markets_arrivals,other_markets_arrivals_mom_growth_pct,other_markets_arrivals_yoy_growth_pct
2014-04-01,2014,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t4,745980,509839.0,106278.0,45192.0,35577.0,49094.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.522454069175039,5.108316601500573,21.511143978277268,13.141850268586598,6.869027331476163,26.634724768135598,11.573813581480652,-13.871712792252522,6.7316093396937005,10.718675359005099,-5.749859225427012,-2.856774359966463,10.479454640632905,46.3170882171499,4.629003323236192,10.801492106722966,32.69724572262616,57.28198885115654
2014-05-01,2014,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t5,674204,479029.0,75890.0,38562.0,24935.0,55788.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.421288014722077,-9.621705675755388,20.66269232627771,13.079516417357906,-6.043084189322512,23.502780577978655,11.237040202397958,-28.592935508760043,4.675862068965508,10.56002261459934,-14.670738183749332,5.820367168848284,10.124027717980223,-29.912583972791406,4.448540191848527,10.929314071478585,13.635067421680859,46.54828202164547
2014-06-01,2014,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t6,539776,395506.0,63250.0,46048.0,23052.0,11920.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.198909517666177,-19.93877224104277,-4.850244407191373,12.88792123674481,-17.435896365355752,1.080303312981279,11.054850406589766,-16.655685861114765,12.262828135815829,10.737439609687094,19.41289352212021,2.6299367032183385,10.045507812556558,-7.551634249047523,1.2295801861935685,9.385972940619341,-78.63339786333978,-77.09058061540236
2014-07-01,2014,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t7,564736,367184.0,90299.0,46597.0,34566.0,26090.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.24411364429301,4.624140384159348,-72.20129371174968,12.813618363794394,-7.16095331044283,-75.08338134334385,11.410881665146636,42.76521739130435,-74.98420912657078,10.749291440359002,1.192234190410013,-58.13199155397817,10.450625818960438,49.94794377928162,-56.81625106191595,10.169307378130775,118.87583892617451,-79.47430945094368
2014-08-01,2014,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t8,618588,431929.0,109642.0,39061.0,24787.0,13169.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.335194740402855,9.53578309156844,-8.590123818010131,12.97601650186715,17.63284892587913,-7.697222768341783,11.604975791768043,21.42105671159149,14.943179435568421,10.572879805741458,-16.172714981651183,6.0950104571257935,10.118074601167217,-28.290805994329695,-0.49777206856408407,9.48562086171022,-49.524722115753164,-74.50585616106864
2014-09-01,2014,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t9,590881,428514.0,74398.0,35007.0,26926.0,26036.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.289369922475968,-4.479071692305703,-3.8947541340897507,12.968078688598268,-0.7906392022762998,-2.2005860926245457,11.217184338739433,-32.14461611426278,16.023891583363216,10.463303320474218,-10.378638539719919,0.3583510119832489,10.20084764153918,8.629523540565609,-0.3884428988938593,10.167235474692278,97.70673551522515,-48.5810210328824
2014-10-01,2014,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t10,559002,402746.0,70059.0,36204.0,28213.0,21780.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.233908329948367,-5.395164170112087,-11.085343449526396,12.906061369270471,-6.013339120775518,4.747018158930949,11.157093023169736,-5.832146025430795,-10.44598688499444,10.496924888947062,3.4193161367726432,-6.688316709193531,10.24753814360942,4.779766768179461,864.8768809849521,9.988747396486952,-16.346597019511442,-82.47040169983984
2014-11-01,2014,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t11,608617,407016.0,127581.0,40870.0,22293.0,10857.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.318944449015783,8.87563908536999,-16.745732756615972,12.916607775691347,1.0602215788611202,-16.187181467181468,11.756506735984384,82.10508285873334,7.892733915161365,10.618151576558324,12.888078665340853,-13.385326156063238,10.01202800682558,-20.983234679048667,-13.856795084817808,9.292565312231853,-50.15151515151515,-79.93012422360249
2014-12-01,2014,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2014&period=t12,657304,449085.0,101232.0,46107.0,31932.0,28948.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.395901899734444,7.999612235609588,-9.004650106804323,13.014967458384431,10.33595730880359,-6.826131879349195,11.525170191386666,-20.65276177487243,1.9754006708907923,10.738720061275421,12.813799853193043,1.3920042221928997,10.37136392076569,43.23778764634638,-0.07197621655452568,10.273256395986019,166.6298240766326,-54.52931844242339
2015-01-01,2015,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t1,657304,449085.0,101232.0,46107.0,31932.0,28948.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.395901899734444,0.0,-9.004650106804323,13.014967458384431,0.0,-6.826131879349195,11.525170191386666,0.0,1.9754006708907923,10.738720061275421,0.0,1.3920042221928997,10.37136392076569,0.0,-0.07197621655452568,10.273256395986019,0.0,-54.52931844242339
2015-02-01,2015,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t2,756000,457737.0,123901.0,71129.0,50040.0,53193.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.53579665516167,15.015274515292765,-10.216549132687113,13.034050062351936,1.9265840542436186,-16.659323132496773,11.727238138609684,22.393116801011548,-3.2469408631958685,11.172250408863095,54.26941679137658,10.563785304587082,10.820577964580847,56.708004509582864,73.23870521031677,10.881682087725098,83.7536271935885,-25.617719855131238
2015-03-01,2015,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t3,617895,397454.0,106958.0,51456.0,22781.0,39246.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.33407381909207,-18.267857142857146,-12.93881432949382,12.89283448310963,-13.16978963902853,-16.688361641607397,11.580191513022097,-13.674627323427579,-13.320636978807897,10.848482352538639,-27.65819848444375,7.314021147469196,10.033682134193954,-54.474420463629095,-6.308862841867158,10.577604807189267,-26.219615362923697,6.078871259831886
2015-04-01,2015,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t4,690440,461945.0,107528.0,48877.0,34238.0,37852.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.445084354500626,11.74066791283308,-7.445239818761895,13.043201115358098,16.22602867250047,-9.393945931951064,11.585506557750984,0.5329194637147205,1.1761606353149379,10.79706221716655,-5.012049129353235,8.154098070454951,10.441091417334723,50.29190992493744,-3.7636675380161355,10.541439097628123,-3.5519543392957265,-22.898928585977917
2015-05-01,2015,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t5,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,194.23541509761893,201.3211134908722,14.203253553004819,219.01005530961476,207.63294080316638,12.796544590726745,235.69674875381295,375.64633021478454,11.61993961262471,127.70423716676555,188.61314247186348,11.290331762461454,133.78702026987557,221.0106276318428,11.752800265056132,235.8052414667653,127.84290528429052
2015-06-01,2015,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t6,529445,374321.0,64570.0,46813.0,21445.0,22296.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.179584567051613,-73.9384667335132,-1.9139420796774997,12.832868997047536,-74.59907400056052,-5.356429485266978,11.075505185620512,-82.1119877662286,2.086956521739136,10.753916221110412,-57.93791275439148,1.6613099374565676,9.973246796950981,-73.2084853330668,-6.971195557869169,10.012162569161784,-82.4591492341219,87.04697986577182
2015-07-01,2015,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t7,593566,390746.0,92940.0,52986.0,32225.0,24669.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.29390369156685,12.110984143773207,5.105040231187674,12.875813011507079,4.3879451059384955,6.416946272168711,11.43970940263897,43.93681276134427,2.9247278485919015,10.877783006696857,13.186508021276143,13.711183123377047,10.380497827807389,50.268127768710656,-6.772551061736964,10.113302673639005,10.643164693218509,-5.446531238022234
2015-08-01,2015,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t8,664985,463223.0,107797.0,42502.0,24454.0,27009.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.407519762992614,12.032191870828179,7.500468809611571,13.045963858585031,18.548366458005972,7.2451722389559325,11.588005107756247,15.985582095975893,-1.6827493113952707,10.657306412628806,-19.786358660778312,8.809298277053834,10.104549080704135,-24.11481768813033,-1.3434461612942261,10.203925422776587,9.485589201021515,105.09529956716533
2015-09-01,2015,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t9,626324,461395.0,75923.0,36498.0,25608.0,26900.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.347623088073089,-5.813815349218398,5.998331305288196,13.042009788078765,-0.39462634627382975,7.673261550381083,11.237474947782342,-29.568540868484284,2.0497862845775483,10.505012743548761,-14.12639405204461,4.259148170365923,10.150660081649699,4.719064365747938,-4.894897125454955,10.19988156558993,-0.4035691806434927,3.3184821017053334
2015-10-01,2015,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t10,649099,463252.0,89260.0,42821.0,27640.0,26126.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.383340526425703,3.636296868713318,16.11747364052365,13.046026461461546,0.4024751026777462,15.023364602007216,11.399308738183262,17.566481830275404,27.406899898656857,10.66478391544408,17.324236944490103,18.276985968401284,10.227019277881606,7.935020306154317,-2.030978626874136,10.17068626604651,-2.8773234200743514,19.954086317722684
2015-11-01,2015,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t11,732740,494870.0,127304.0,52872.0,24552.0,33142.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.504546211260635,12.88570772717259,20.3942709454386,13.112050380795885,6.825226874357804,21.584900839279044,11.75433320589002,42.62155500784226,-0.21711696882764642,10.875629177150289,23.47212816141613,29.366283337411314,10.108548596299572,-11.172214182344431,10.133225676221237,10.408556639189738,26.85447446987674,205.25927972736483
2015-12-01,2015,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2015&period=t12,760798,522991.0,116322.0,54890.0,30906.0,53909.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác,13.542123161398084,3.8291890711575682,15.745225953287978,13.167319534485992,5.682502475397588,16.457018159145818,11.664117486567262,-8.626594608181993,14.906353722143194,10.913086461543935,3.816765017400514,19.049168239096016,10.33870561879364,25.879765395894427,-3.213077790304397,10.895052718839429,62.6606722587653,86.22702777393947
2016-01-01,2016,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t1,760798,522991.0,116322.0,54890.0,30906.0,23511.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á *,13.542123161398084,0.0,15.745225953287978,13.167319534485992,0.0,16.457018159145818,11.664117486567262,0.0,14.906353722143194,10.913086461543935,0.0,19.049168239096016,10.33870561879364,0.0,-3.213077790304397,10.065223675720974,-56.3876161679868,-18.781953848279677
2016-02-01,2016,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t2,843726,588727.0,143321.0,81597.0,28550.0,19119.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.64558307631988,10.900133806871203,11.603968253968254,13.285717857732266,12.569241153289434,28.616869512405586,11.872842148787795,23.210570657313312,15.673804085519883,11.309547775570477,48.6554928037894,14.716922774114627,10.259412215084156,-7.62311525270174,-42.945643485211825,9.858437883982404,-18.680617583258897,-64.05730077265805
2016-03-01,2016,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t3,830608,584433.0,153505.0,64702.0,26000.0,22069.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.629913241724028,-1.5547701504990963,34.42542826855694,13.278397425436898,-0.7293703193500534,47.0441862454523,11.941488418768794,7.105727702151121,43.51895136408683,11.077547391912312,-20.7054180913514,25.742381840796025,10.165851817003619,-8.931698774080566,14.130196216145041,10.00192918784816,15.429677284376808,-43.767517708811084
2016-04-01,2016,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t4,799612,559313.0,142409.0,60012.0,35255.0,25934.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.591881888999522,-3.7317242309248155,15.811946005445797,13.234464523879446,-4.298183025256963,21.077833941270075,11.866458478210026,-7.228429041399298,32.438992634476605,11.002299821206904,-7.248616735185931,22.781676453137468,10.470362642153141,35.59615384615385,2.9703837840995284,10.16331012810883,17.513253885540813,-31.485786748388456
2016-05-01,2016,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t5,767373,581624.0,110818.0,49459.0,23395.0,22584.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.550728272438732,-4.031830437762318,-62.226639278293725,13.273579469824604,3.989000792043096,-60.53176769805062,11.615644494974603,-22.183288977522487,-69.29977172491743,10.808899322512744,-17.58481637005932,-55.56044745945461,10.060277603300317,-33.64061835200681,-70.77232522112837,10.024996969933325,-12.917405722217934,-82.23257204446577
2016-06-01,2016,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t6,710574,539773.0,84138.0,59143.0,25285.0,27065.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.473828373101478,-7.4017459566599335,34.21110785822889,13.198903959789693,-7.195542137188282,44.200565824519586,11.340213586954706,-24.075511198541754,30.305095245470028,10.987713519208159,19.57985402050182,26.33883750240318,10.137966613514083,8.078649284035055,17.906271858242008,10.205996659231078,19.841480694296855,21.38948690348044
2016-07-01,2016,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t7,856438,631377.0,121874.0,64497.0,36468.0,21022.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.66053720650215,20.52762977536471,44.28690322558906,13.355658427454904,16.970837741050417,61.58246021712315,11.710743003138282,44.8501271720269,31.13191306219065,11.074373990074257,9.05263513856247,21.724606499830145,10.504190442704793,44.22780304528378,13.166795965865008,9.9533247873833,-22.327729539996312,-14.7837366735579
2016-08-01,2016,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t8,909866,675530.0,150207.0,53454.0,28301.0,23070.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.72105261490303,6.23839670822639,36.82504116634209,13.42325284694323,6.993127719254888,45.83256876277733,11.919769621753511,23.24778049460918,39.3424677866731,10.886576749948699,-17.121726591934504,25.768199143569714,10.250652418696085,-22.394976417681256,15.73157765600719,10.0462883511678,9.742174864427744,-14.584027546373434
2016-09-01,2016,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t9,823135,637066.0,109427.0,45115.0,29345.0,24456.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.62087550022897,-9.532282775705436,31.423193107720614,13.364628539862125,-5.693899604754781,38.07388463247325,11.60301293925099,-27.149200769604608,44.128920090091285,10.716970064428601,-15.60032925506043,23.609512850019176,10.286877452992435,3.6889155860216905,14.593095907528909,10.104630863570671,6.007802340702217,-9.085501858736055
2016-10-01,2016,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t10,822145,618294.0,116984.0,52621.0,31800.0,27256.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.619672057508602,-0.12027188735748151,26.659415589917714,13.334719351472405,-2.946633472826987,33.46817714764319,11.669792452291714,6.905973845577407,31.05982522966615,10.870870558594627,16.637481990468793,22.885967165643017,10.367221568768269,8.365990799113998,15.050651230101298,10.213028959340802,11.449133137062484,4.3251932940366
2016-11-01,2016,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t11,936779,662678.0,179947.0,64271.0,27410.0,24438.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.750202674276554,13.943282510992594,27.846029969702755,13.404044479999992,7.178462026155841,33.90951158890214,12.100417642070626,53.821890173015106,41.352196317476285,11.070863797603241,22.139450029455922,21.55961567559388,10.218663189296832,-13.805031446540884,11.640599543825347,10.103894576876467,-10.339007924860578,-26.262748174521754
2016-12-01,2016,12,t12,https://vietnamtourism.gov.vn/statistic/international?year=2016&period=t12,897279,652264.0,148826.0,63008.0,29686.0,18441.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.707122129468317,-4.216576161506613,17.939190166115047,13.388204666931138,-1.5715022982504379,24.71801618001075,11.91053311730021,-17.29453672470227,27.943123398841152,11.051016981438853,-1.9651164599897353,14.789579158316624,10.29843083318471,8.303538854432691,-3.9474535688863055,9.822331725575118,-24.539651362631965,-65.79235378137231
2017-01-01,2017,1,t1,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t1,897279,652264.0,148826.0,63008.0,29686.0,18441.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.707122129468317,0.0,17.939190166115047,13.388204666931138,0.0,24.71801618001075,11.91053311730021,0.0,27.943123398841152,11.051016981438853,0.0,14.789579158316624,10.29843083318471,0.0,-3.9474535688863055,9.822331725575118,0.0,-21.56437412275105
2017-02-01,2017,2,t2,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t2,1199421,883662.0,194529.0,88371.0,30417.0,18333.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.997349498317647,33.67313845526307,42.1576435951956,13.69182991556308,35.476126231096615,50.0970738559638,12.17833653118337,30.709015897759805,35.72958603414713,11.389299140505509,40.2536185881158,8.301775800580913,10.322756941620689,2.462440207505212,6.539404553415062,9.816457993563025,-0.5856515373352855,-4.111093676447508
2017-03-01,2017,3,t3,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t3,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,69.37497342467739,144.58216150097277,14.203253553004819,66.7663654202625,152.15054591373178,12.796544590726745,85.55999362562909,135.15064655874403,11.61993961262471,25.94063663418995,72.01168433742389,11.290331762461454,163.15547226879707,207.86153846153846,11.752800265056132,593.3344242622593,475.96175630975574
2017-04-01,2017,4,t4,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t4,2031519,1473651.0,360968.0,111295.0,80044.0,127109.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.524294347061236,0.0,154.06309560136665,14.203253553004819,0.0,163.47519188719016,12.796544590726745,0.0,153.4727439979215,11.61993961262471,0.0,85.45457575151636,11.290331762461454,0.0,127.04297262799602,11.752800265056132,0.0,390.12493252101484
2017-05-01,2017,5,t5,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t5,972844,761076.0,126312.0,55076.0,27531.0,17999.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.78797901943434,-52.11248331913214,26.775896467558802,13.542488500451242,-48.35439327221981,30.85360989230155,11.746510315701725,-65.0074244808404,13.98148315255645,10.916469328564263,-50.51350015723977,11.35688145736873,10.223067921487123,-65.60516715806305,17.678991237443896,9.798071479779479,-85.83971237284536,-20.30198370527807
2017-06-01,2017,6,t6,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t6,949362,746441.0,105892.0,64375.0,30591.0,16715.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.763545459019198,-2.413747733449556,33.60494473482001,13.523071857338918,-1.9229354230063778,38.28794697030047,11.570174985770922,-16.166318322883022,25.855142741686276,11.072480637966038,16.883942188975244,8.846355443585896,10.328461127032336,11.114743380189607,20.984773581174608,9.7240617988542,-7.133729651647314,-38.241271014225006
2017-07-01,2017,7,t7,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t7,1036880,784981.0,135380.0,70575.0,42958.0,17827.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.851726762097258,9.218612078427402,21.068892319117083,13.573414792649972,5.163167618070275,24.328412343180062,11.815840918062598,27.847240584746725,11.081937082560668,11.16443125312169,9.63106796116504,9.423694125308145,10.667978173164208,40.42692295119479,17.796424262367005,9.788469440951861,6.652707149267134,-15.198363619065736
2017-08-01,2017,8,t8,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t8,1229163,967302.0,164272.0,60155.0,34216.0,18524.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,14.021844007906806,18.54438314944835,35.092749921416996,13.782266031779377,23.226167257551467,43.1915681020828,12.009278869538745,21.34140936622839,9.363744698982067,11.004679843467624,-14.764434998228836,12.536012272234064,10.440448649906745,-20.350109409190374,20.900321543408353,9.826822467600643,3.909799741964437,-19.705244906805376
2017-09-01,2017,9,t9,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t9,975952,774217.0,115634.0,49177.0,34096.0,19152.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.791168683857968,-20.600278400830486,18.56524142455369,13.559607475034957,-19.961191024106228,21.528538644347673,11.658185309623358,-29.608210772377518,5.672274667129695,10.803181313502913,-18.24952206799102,9.003657320181757,10.436935354338399,-0.3507131166705646,16.190151644232408,9.860162427797754,3.390196501835452,-21.68792934249264
2017-10-01,2017,10,t10,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t10,1024899,800043.0,126638.0,56814.0,38381.0,20499.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.840104629114231,5.015308129908025,24.661586459809403,13.592420755205584,3.3357572876854924,29.39523915807043,11.749087901631702,9.516232250030265,8.252410586063053,10.947538053211556,15.529617504117788,7.968301628627361,10.555317824459362,12.567456593148751,20.694968553459113,9.928131383448887,7.033208020050119,-24.790871734663924
2017-11-01,2017,11,t11,https://vietnamtourism.gov.vn/statistic/international?year=2017&period=t11,1172568,865737.0,197238.0,74370.0,32404.0,20600.0,Tổng số,Châu Á,Châu Âu,Châu Mỹ,Châu Úc,Các thị trường khác thuộc châu Á,13.974706773356491,14.408151437361138,25.17018421634132,13.671336446269747,8.211308642160486,30.642182175958755,12.192166400355605,55.74945908810942,9.608940410231902,11.216807913697346,30.90083430140458,15.713152121485585,10.386037150950381,-15.572809463015558,18.219627873039034,9.933046354777673,0.4927069613151813,-15.705049513053437
